00:44:47.781232032 -1006815
00:44:47.902247618 -1004044
00:44:48.031582614 -1004335
00:44:48.160973532 -1007531
00:44:48.283317186 -1005845
00:44:48.412370054 -1006847
00:44:48.552448453 -1006650
00:44:48.682923335 -1007075
00:44:48.812895951 -1006665
00:44:48.943198151 -1006309
00:44:49.073112276 -1007382
00:44:49.202858649 -1005396
00:44:49.342604966 -1006817
00:44:49.472549459 -1005616
00:44:49.602718108 -1007092
00:44:49.742583815 -1006631
00:44:49.872300360 -1005603
00:44:50.002583781 -1005397
00:44:50.133202102 -1005140
00:44:50.262809606 -1006884
00:44:50.392663858 -1006372
00:44:50.522936962 -1003928
00:44:50.660332728 -1006119
00:44:50.791257100 -1011748
00:44:50.910877673 -1006842
00:44:51.030782739 -1005378
00:44:51.151260300 -1005868
00:44:51.280760464 -1008065
00:44:51.402397441 -1008279
00:44:51.532104647 -1002703
00:44:51.650122444 -1007621
00:44:51.770029798 -1004860
00:44:51.891139434 -1007059
00:44:52.010710118 -1004403
00:44:52.131090084 -1004855
00:44:52.250584303 -1006861
00:44:52.370506933 -1007589
00:44:52.490631223 -1004942
00:44:52.610840208 -1004889
00:44:52.752035745 -1006141
00:44:52.880969354 -1003886
00:44:53.000773260 -1007133
00:44:53.120319515 -1004920
00:44:53.240203002 -1002940
00:44:53.360036387 -1005648
00:44:53.481357268 -1005148
00:44:53.600104108 -1008251
00:44:53.720218842 -1006646
00:44:53.840103373 -1005111
00:44:53.961445724 -1005608
00:44:54.081989992 -1003899
00:44:54.215733570 -1005138
00:44:54.341172220 -1005141
00:44:54.470391749 -1004147
00:44:54.601092234 -1004593
00:44:54.731162062 -1003114
00:44:54.851041668 -1003450
00:44:54.970844021 -1008551
00:44:55.092520582 -1005387
00:44:55.220506792 -1005619
00:44:55.341302798 -1006386
00:44:55.463388332 -1005666
00:44:55.602161062 -1002201
00:44:55.730762822 -1005581
00:44:55.851182025 -1007337
00:44:55.973023599 -1005156
00:44:56.090079564 -1005874
00:44:56.210873481 -1005373
00:44:56.331059648 -1005561
00:44:56.450062558 -1004107
00:44:56.570606405 -1006584
00:44:56.690568710 -1005456
00:44:56.810485782 -1006135
00:44:56.931353180 -1007054
00:44:57.051452581 -1005873
00:44:57.171897204 -1002195
00:44:57.290539043 -1005722
00:44:57.411861492 -1002961
00:44:57.543216436 -999495
00:44:57.670069414 -1007347
00:44:57.791855980 -1003461
00:44:57.911196268 -1006369
00:44:58.032978865 -1006301
00:44:58.162778394 -1007065
00:44:58.293033684 -1004879
00:44:58.422513826 -1007298
00:44:58.550664094 -1006338
00:44:58.671324954 -999925
00:44:58.792302208 -1008017
00:44:58.921889137 -1008091
00:44:59.040796496 -1005619
00:44:59.160760648 -1007102
00:44:59.281822711 -1006380
00:44:59.412393224 -1002627
00:44:59.549865848 -1004858
00:44:59.670056701 -1005115
00:44:59.790882783 -1004904
00:44:59.919414617 -1009013
00:45:00.040933286 -1007797
00:45:00.160584344 -1006085
